CITY,PRICE,BEDS,BATHS,SQFT,PRICE/SQFT
Jacksonville,254900.0,3.0,2.5,1557.0,164.0
Jacksonville,369999.0,3.0,2.5,1698.0,218.0
Jacksonville,319900.0,3.0,2.0,1420.0,225.0
Jacksonville,245000.0,3.0,2.0,1200.0,204.0
Jacksonville,400000.0,4.0,3.0,2006.0,199.0
Jacksonville,510000.0,3.0,3.0,1741.0,293.0
Jacksonville,299000.0,4.0,3.0,2151.0,139.0
Jacksonville,515000.0,4.0,2.5,2165.0,238.0
Jacksonville,625000.0,4.0,2.5,2681.0,233.0
Jacksonville,240000.0,3.0,2.5,1614.0,149.0
Jacksonville,249900.0,3.0,2.0,1394.0,179.0
Jacksonville,549000.0,4.0,2.0,2304.0,238.0
Jacksonville,387900.0,4.0,2.0,1852.0,209.0
Chicago,655000.0,3.0,3.0,2600.0,252.0
Evanston,319999.0,2.0,2.0,1200.0,267.0
Chicago,280000.0,2.0,2.0,1250.0,224.0
Oak Park,452000.0,3.0,1.0,1427.0,317.0
Oak Forest,260000.0,3.0,1.5,1476.0,176.0
Schaumburg,206000.0,2.0,1.0,1135.0,181.0
Hammond,191822.0,3.0,1.0,1015.0,189.0
Country Club Hills,115000.0,3.0,2.5,1047.0,110.0
Chicago,345000.0,3.0,2.0,1518.0,227.0
Naperville,231000.0,2.0,1.0,1149.0,201.0
Chicago,337000.0,2.0,2.0,1200.0,281.0
Chicago,270000.0,1.0,1.5,1270.0,213.0
Brookfield,386000.0,5.0,3.0,1424.0,271.0
Evanston,167500.0,2.0,1.0,800.0,209.0
Chicago,370000.0,2.0,2.0,1250.0,296.0
Schiller Park,340000.0,3.0,1.5,1149.0,296.0
Bolingbrook,342000.0,3.0,2.5,2133.0,160.0
Aurora,315000.0,4.0,2.5,1998.0,158.0
Chicago,950000.0,5.0,3.5,2984.0,318.0
Hanover Park,268500.0,3.0,2.5,1412.0,190.0
Carol Stream,320000.0,3.0,1.5,1356.0,236.0
Wheaton,510000.0,3.0,2.0,1770.0,288.0
Homer Glen,345000.0,4.0,2.0,1612.0,214.0
Chicago,261000.0,3.0,2.5,1250.0,209.0
Oak Forest,205000.0,3.0,2.5,1776.0,115.0
Roselle,355000.0,3.0,1.5,2233.0,159.0
Hanover Park,270000.0,4.0,2.5,2611.0,103.0
Glenview,707000.0,5.0,4.0,3057.0,231.0
Chicago,225000.0,2.0,2.0,1200.0,188.0
Elmhurst,865000.0,4.0,3.5,3412.0,254.0
Chicago,315000.0,2.0,1.0,1211.0,260.0
Aurora,312500.0,3.0,2.5,1560.0,200.0
Harvey,114000.0,3.0,2.0,891.0,128.0
Orland Park,146000.0,2.0,1.0,950.0,154.0
Aurora,369900.0,4.0,2.5,1950.0,190.0
Chicago,1075000.0,4.0,3.0,2750.0,391.0
West Chicago,270000.0,2.0,2.5,1343.0,201.0
Willowbrook,545000.0,3.0,3.5,2280.0,239.0
Chicago,495000.0,3.0,2.5,2150.0,230.0
Chicago,360000.0,3.0,2.5,2103.0,171.0
Chicago,435000.0,3.0,2.5,1650.0,264.0
Chicago,2550000.0,3.0,2.5,2679.0,952.0
Naperville,500000.0,3.0,2.5,2023.0,247.0
Chicago,375000.0,2.0,1.0,1472.0,255.0
Chicago,5000000.0,6.0,7.5,8500.0,588.0
Summit,300000.0,7.0,4.0,2976.0,101.0
Hammond,110000.0,3.0,1.0,962.0,114.0
Oak Park,740000.0,4.0,3.5,2720.0,272.0
Chicago,350000.0,1.0,1.0,1000.0,350.0
Chicago,1243520.0,3.0,2.5,8000.0,155.0
Naperville,820000.0,4.0,3.5,3664.0,224.0
River Forest,1550000.0,4.0,4.5,3500.0,443.0
Bolingbrook,355000.0,4.0,2.5,2351.0,151.0
Bolingbrook,167000.0,3.0,1.0,1097.0,152.0
Chicago,690000.0,10.0,6.0,5292.0,130.0
La Grange Park,700000.0,4.0,2.5,2187.0,320.0
Oak Park,785000.0,4.0,2.5,2288.0,343.0
Oak Lawn,235000.0,3.0,1.5,975.0,241.0
Elmhurst,956000.0,4.0,3.5,3236.0,295.0
Chicago,500000.0,2.0,2.0,1300.0,385.0
Westchester,196000.0,4.0,2.0,1860.0,105.0
Chicago,995000.0,4.0,4.5,4000.0,249.0
Forest Park,475000.0,3.0,2.0,2107.0,225.0
Chicago,420187.0,3.0,2.5,1700.0,247.0
Darien,256000.0,3.0,2.0,1596.0,160.0
La Grange,885000.0,5.0,4.0,3294.0,269.0
Chicago,2850000.0,6.0,4.5,4500.0,633.0
Chicago,315000.0,2.0,2.0,1275.0,247.0
Oak Park,680000.0,4.0,2.5,2170.0,313.0
Naperville,885000.0,4.0,5.0,4527.0,195.0
Lyons,290000.0,4.0,2.0,1500.0,193.0
Wheaton,450000.0,4.0,2.5,2794.0,161.0
Hinsdale,977363.0,3.0,2.5,2700.0,362.0
Chicago,552500.0,2.0,2.0,1401.0,394.0
River Grove,184000.0,4.0,2.0,1856.0,99.0
Western Springs,1065000.0,4.0,4.5,3400.0,313.0
Evanston,345000.0,3.0,2.0,1300.0,265.0
Wilmette,469000.0,6.0,4.5,4015.0,117.0
Calumet City,105100.0,6.0,1.5,1252.0,84.0
Hammond,250000.0,4.0,2.5,2268.0,110.0
Golf,800000.0,3.0,3.5,2538.0,315.0
Bolingbrook,420000.0,4.0,2.5,2800.0,150.0
Hammond,184900.0,4.0,2.0,1354.0,137.0
East Chicago,183000.0,3.0,2.0,1277.0,143.0
Wilmette,730000.0,4.0,2.0,2740.0,266.0
Chicago,1017960.0,3.0,3.0,2160.0,471.0
Berwyn,365000.0,6.0,3.0,2384.0,153.0
Carol Stream,355000.0,3.0,2.5,2308.0,154.0
Chicago,299000.0,3.0,2.0,1600.0,187.0
Chicago,147000.0,3.0,1.0,1066.0,138.0
Oak Lawn,270000.0,3.0,2.5,2208.0,122.0
Chicago,105000.0,2.0,1.0,936.0,112.0
Evanston,438000.0,3.0,2.0,1443.0,304.0
Chicago,300000.0,3.0,1.5,1424.0,211.0
Hanover Park,182000.0,3.0,1.5,1750.0,104.0
Chicago,577000.0,1.0,1.0,664.0,869.0
Oak Park,570000.0,3.0,3.5,2550.0,224.0
Aurora,195000.0,3.0,1.0,1018.0,192.0
Chicago,442000.0,4.0,2.0,2506.0,176.0
Chicago,840000.0,5.0,4.0,4000.0,210.0
Naperville,230000.0,2.0,1.0,1009.0,228.0
Chicago,742500.0,3.0,3.0,2450.0,303.0
Maywood,140000.0,4.0,2.0,1677.0,83.0
Clarendon Hills,1415000.0,4.0,4.0,3600.0,393.0
Gary,325000.0,3.0,3.0,1824.0,178.0
Chicago,975000.0,2.0,2.0,2112.0,462.0
Chicago,500000.0,2.0,2.0,1335.0,375.0
Oak Park,320000.0,6.0,3.0,2750.0,116.0
Downers Grove,348000.0,3.0,2.0,2000.0,174.0
Hammond,158900.0,3.0,1.0,1224.0,130.0
Chicago,570000.0,5.0,3.0,2224.0,256.0
Chicago,307000.0,2.0,1.5,1053.0,292.0
Chicago,899000.0,3.0,2.5,2600.0,346.0
Naperville,625000.0,4.0,2.5,2822.0,221.0
Naperville,540000.0,3.0,1.5,1568.0,344.0
Oak Brook,409000.0,2.0,2.0,2103.0,194.0
Chicago,325000.0,4.0,2.0,2608.0,125.0
Chicago,590000.0,4.0,3.0,2200.0,268.0
Wheaton,318000.0,3.0,2.0,1228.0,259.0
Evanston,2100000.0,6.0,5.5,5864.0,358.0
Chicago,120000.0,2.0,1.0,1000.0,120.0
Chicago,250000.0,2.0,2.0,1000.0,250.0
Glen Ellyn,840000.0,2.0,2.5,3148.0,267.0
Chicago,560000.0,3.0,2.5,2800.0,200.0
Chicago,570000.0,2.0,1.0,1133.0,503.0
Naperville,579000.0,5.0,2.5,3065.0,189.0
Oak Park,463000.0,3.0,1.5,1730.0,268.0
Evanston,300000.0,2.0,2.0,1800.0,167.0
Hammond,231000.0,4.0,3.0,1826.0,127.0
Chicago,349500.0,2.0,2.0,1300.0,269.0
Chicago,92000.0,6.0,2.0,2520.0,37.0
Mount Prospect,309900.0,2.0,1.5,1400.0,221.0
Des Plaines,275000.0,4.0,1.5,1306.0,211.0
Chicago,128750.0,3.0,1.5,1046.0,123.0
Lombard,314000.0,3.0,2.0,1585.0,198.0
Chicago,150000.0,4.0,2.0,2564.0,59.0
Chicago,600000.0,2.0,2.0,1436.0,418.0
Lisle,259900.0,4.0,2.0,1788.0,145.0
Chicago,545000.0,1.0,1.0,687.0,793.0
East Chicago,100000.0,4.0,2.0,1800.0,56.0
Park Ridge,710000.0,4.0,3.5,2160.0,329.0
Evanston,1260000.0,4.0,3.0,2713.0,464.0
Chicago,275000.0,2.0,2.0,1391.0,198.0
Chicago,599000.0,3.0,2.5,2400.0,250.0
Des Plaines,325000.0,4.0,3.0,1315.0,247.0
Chicago,1563000.0,4.0,3.5,2800.0,558.0
Chicago,1839871.0,4.0,4.5,3103.0,593.0
Chicago,50000.0,2.0,1.0,900.0,56.0
Naperville,525000.0,4.0,2.5,2370.0,222.0
Chicago,275000.0,2.0,1.5,1196.0,230.0
Chicago,185000.0,2.0,2.0,1041.0,178.0
Chicago,1089400.0,3.0,3.0,2160.0,504.0
Chicago,1080000.0,3.0,2.5,1822.0,593.0
Glen Ellyn,1840000.0,5.0,5.5,5053.0,364.0
Glen Ellyn,400000.0,4.0,1.5,1428.0,280.0
Wheaton,700000.0,5.0,2.5,4235.0,165.0
Naperville,830000.0,4.0,3.5,4237.0,196.0
Hammond,180000.0,2.0,1.0,828.0,217.0
Chicago,179000.0,1.0,1.0,900.0,199.0
Whiting,149900.0,3.0,1.0,1029.0,146.0
Elmhurst,480000.0,4.0,3.0,1629.0,295.0
Aurora,90000.0,2.0,1.5,890.0,101.0
Chicago,426500.0,6.0,3.0,5442.0,78.0
Skokie,415000.0,4.0,2.0,1446.0,287.0
Chicago,340000.0,2.0,2.0,1200.0,283.0
Chicago,230000.0,2.0,2.0,1300.0,177.0
Bolingbrook,186620.0,4.0,3.0,2050.0,91.0
Naperville,349000.0,3.0,3.0,2012.0,173.0
Chicago,360000.0,1.0,1.0,900.0,400.0
Elmhurst,827000.0,4.0,3.0,3461.0,239.0
Chicago,415000.0,2.0,2.0,1400.0,296.0
Chicago,320000.0,4.0,2.0,2800.0,114.0
Lisle,110000.0,1.0,1.0,670.0,164.0
Chicago,400000.0,2.0,1.0,900.0,444.0
Chicago,425000.0,2.0,2.0,1400.0,304.0
Chicago,938000.0,13.0,7.0,6450.0,145.0
Chicago,1275000.0,4.0,3.5,3500.0,364.0
Evanston,92500.0,1.0,1.0,860.0,108.0
Chicago,352500.0,10.0,3.0,2734.0,129.0
Bellwood,290000.0,3.0,2.0,1524.0,190.0
Chicago,815000.0,3.0,2.5,2000.0,408.0
Chicago,310000.0,49.0,28.0,6264.0,49.0
Oak Park,675000.0,4.0,3.5,1812.0,373.0
Chicago,720000.0,3.0,2.0,1900.0,379.0
Chicago,775000.0,4.0,3.5,3200.0,242.0
Chicago,749000.0,5.0,3.5,3200.0,234.0
Chicago,1750000.0,4.0,4.5,4200.0,417.0
Wheaton,323000.0,3.0,3.0,1913.0,169.0
Chicago,1619000.0,2.0,2.0,3240.0,500.0
Naperville,750000.0,4.0,3.5,4007.0,187.0
Hinsdale,1265000.0,6.0,6.0,4717.0,268.0
Hammond,15000.0,2.0,1.0,882.0,17.0
Chicago,122000.0,2.0,2.0,895.0,136.0
Skokie,360000.0,3.0,1.0,1138.0,316.0
Chicago,330000.0,3.0,2.0,1656.0,199.0
Oak Lawn,615000.0,11.0,5.0,6435.0,96.0
Hammond,143500.0,3.0,2.0,1500.0,96.0
Chicago,977750.0,3.0,3.0,2160.0,453.0
Hammond,230000.0,3.0,2.0,2092.0,110.0
Chicago,550000.0,6.0,3.0,4431.0,124.0
Chicago,125000.0,3.0,1.0,998.0,125.0
Gary,210000.0,5.0,3.0,3220.0,65.0
Hammond,136000.0,3.0,2.0,2320.0,59.0
Carol Stream,220000.0,2.0,2.0,1148.0,192.0
Chicago,250000.0,1.0,1.0,758.0,330.0
Berwyn,250000.0,6.0,3.0,2567.0,97.0
Chicago,735000.0,2.0,1.0,984.0,747.0
Chicago Ridge,89800.0,1.0,1.0,700.0,128.0
Bridgeview,235000.0,5.0,3.0,2400.0,98.0
Chicago,943900.0,3.0,3.0,2160.0,437.0
Carol Stream,170000.0,2.0,2.0,983.0,173.0
Midlothian,211000.0,3.0,1.0,1084.0,195.0
Midlothian,165000.0,3.0,2.0,1029.0,160.0
Gary,320000.0,4.0,2.0,2932.0,109.0
Orland Park,325525.0,3.0,2.0,1443.0,226.0
Hammond,136000.0,2.0,1.0,1344.0,101.0
Gary,45000.0,4.0,2.0,2486.0,18.0
Hammond,47100.0,3.0,2.0,2024.0,23.0
Gary,120000.0,3.0,1.5,1903.0,63.0
Winfield,295000.0,3.0,2.5,2200.0,134.0
Chicago,130000.0,8.0,4.0,3032.0,43.0
Des Plaines,230000.0,2.0,1.5,1043.0,221.0
Oak Forest,215000.0,3.0,1.5,1500.0,143.0
Chicago,140000.0,1.0,1.0,800.0,175.0
Roselle,266000.0,3.0,1.5,1600.0,166.0
Chicago,50555.0,4.0,1.0,1463.0,35.0
Markham,50000.0,3.0,1.0,1118.0,45.0
Westmont,210000.0,2.0,2.0,1274.0,165.0
Chicago,280000.0,3.0,2.0,1600.0,175.0
Chicago,230000.0,4.0,2.0,1509.0,152.0
Glenview,323000.0,3.0,2.5,1800.0,179.0
Bolingbrook,385000.0,4.0,3.0,2450.0,157.0
Gary,123500.0,4.0,2.5,3425.0,36.0
Bloomingdale,415000.0,4.0,2.5,2835.0,146.0
Bellwood,260000.0,4.0,1.5,1222.0,213.0
Chicago,560000.0,3.0,2.5,1653.0,339.0
Willowbrook,126000.0,1.0,1.0,680.0,185.0
Chicago,350000.0,3.0,1.5,1800.0,194.0
Des Plaines,185000.0,1.0,1.5,942.0,196.0
Wheaton,121000.0,2.0,1.5,1209.0,100.0
Chicago,47800.0,1.0,1.0,700.0,68.0
Chicago,165000.0,3.0,1.0,1200.0,138.0
Chicago,66500.0,3.0,1.5,1410.0,47.0
Justice,280000.0,2.0,1.0,983.0,285.0
Dolton,70000.0,4.0,1.5,1600.0,44.0
Wheaton,185000.0,2.0,2.0,1246.0,148.0
Lombard,170000.0,2.0,2.0,1220.0,139.0
Chicago,222000.0,1.0,1.0,760.0,292.0
Country Club Hills,235000.0,3.0,2.0,1300.0,181.0
Mount Prospect,365000.0,2.0,1.0,1370.0,266.0
Chicago,26500.0,2.0,1.0,1000.0,27.0
Downers Grove,600000.0,3.0,2.5,2250.0,267.0
Glen Ellyn,350000.0,3.0,2.0,1772.0,198.0
Chicago,305000.0,2.0,1.0,1700.0,179.0
Bolingbrook,773002.0,4.0,3.5,3377.0,229.0
Chicago,115000.0,3.0,1.0,1008.0,114.0
Summit,310000.0,7.0,4.0,2976.0,104.0
Hickory Hills,102500.0,2.0,1.5,970.0,106.0
Chicago,490000.0,8.0,3.0,3517.0,139.0
Mount Prospect,635000.0,4.0,3.5,2954.0,215.0
Chicago,412500.0,5.0,3.0,1025.0,402.0
Glenview,432500.0,3.0,2.0,1572.0,275.0
Chicago,1365000.0,9.0,6.0,4800.0,284.0
Oak Forest,118400.0,3.0,1.5,1196.0,99.0
Orland Park,555000.0,4.0,2.5,3131.0,177.0
Chicago,219000.0,3.0,2.0,1826.0,120.0
Chicago,205000.0,4.0,1.0,1555.0,132.0
Miami,235000.0,2.0,2.0,1114.0,211.0
Miami,510000.0,1.0,1.5,738.0,691.0
Miami,505000.0,1.0,1.0,771.0,655.0
Miami,430000.0,3.0,2.0,1104.0,389.0
Miami,480000.0,3.0,2.0,1730.0,277.0
Miami,885000.0,3.0,3.0,1907.0,464.0
Miami,574000.0,4.0,2.5,2231.0,257.0
Miami,240000.0,2.0,2.0,750.0,320.0
Miami,214000.0,2.0,1.0,948.0,226.0
Miami,665000.0,4.0,2.5,1788.0,372.0
Miami,600000.0,4.0,3.5,2102.0,285.0
Miami,405000.0,3.0,3.0,1390.0,291.0
Miami,455000.0,1.0,1.0,632.0,720.0
Miami,589999.0,5.0,4.0,2138.0,276.0
Miami,500000.0,2.0,2.0,1298.0,385.0
Miami,660.0,2.0,2.0,1613.0,0.0
Miami,1200000.0,4.0,2.0,2044.0,587.0
Miami,82000.0,2.0,2.0,1415.0,58.0
Miami,650000.0,2.0,3.0,1257.0,517.0
Miami,875000.0,3.0,3.0,2198.0,398.0
Miami,650000.0,5.0,3.5,2475.0,263.0
Miami,326900.0,2.0,2.0,1111.0,294.0
Miami,1500000.0,2.0,2.0,1595.0,940.0
Miami,175000.0,1.0,1.0,670.0,261.0
Miami,542500.0,1.0,1.0,612.0,886.0
Miami,240000.0,1.0,2.0,980.0,245.0
Miami,375000.0,1.0,1.0,613.0,612.0
Miami,205000.0,1.0,1.0,650.0,315.0
Miami,2300000.0,3.0,3.0,2025.0,1136.0
Miami,125000.0,2.0,2.0,1428.0,88.0
Miami,237000.0,1.0,1.0,649.0,365.0
Miami,530000.0,2.0,1.0,1390.0,381.0
Miami,119000.0,1.0,1.0,709.0,168.0
Miami,228000.0,2.0,2.0,870.0,262.0
Miami,475000.0,1.0,1.0,761.0,624.0
North Miami Beach,940000.0,4.0,2.0,2566.0,366.0
Miami,470000.0,4.0,3.0,1912.0,246.0
Miami,237000.0,1.0,1.0,712.0,333.0
Coral Gables,340000.0,1.0,1.0,797.0,427.0
Miami,1800000.0,8.0,8.0,6017.0,299.0
Miami,350000.0,3.0,2.0,1479.0,237.0
Miami,465000.0,4.0,4.0,1750.0,266.0
Miami,370000.0,2.0,1.0,776.0,477.0
Miami,1200000.0,2.0,2.0,1358.0,884.0
Miami,390000.0,2.0,1.0,850.0,459.0
Miami,580000.0,2.0,2.0,1010.0,574.0
Miami,3413083.0,6.0,5.0,5822.0,586.0
Miami,655000.0,3.0,2.0,1736.0,377.0
Miami,150000.0,2.0,2.0,1315.0,114.0
Miami,4320000.0,4.0,5.0,4834.0,894.0
Miami,1800000.0,2.0,2.0,1709.0,1053.0
Miami,400000.0,2.0,1.0,875.0,457.0
Miami,366000.0,3.0,1.0,1128.0,324.0
Miami,138000.0,2.0,2.0,800.0,173.0
Miami,326667.0,3.0,2.0,1230.0,266.0
Miami,750000.0,3.0,3.0,3084.0,243.0
Miami,384600.0,2.0,1.0,1165.0,330.0
Miami,350000.0,2.0,2.0,1479.0,237.0
Miami,400000.0,4.0,3.0,2097.0,191.0
Coconut Grove,944000.0,3.0,2.0,2006.0,471.0
Miami,400000.0,4.0,2.0,2216.0,181.0
Miami,450000.0,3.0,2.0,1568.0,287.0
Miami,265000.0,2.0,2.0,968.0,274.0
Miami,1737000.0,3.0,4.0,3725.0,466.0
Miami,220000.0,1.0,1.0,536.0,410.0
Miami,190000.0,1.0,1.0,760.0,250.0
Miami,1079500.0,6.0,6.0,3836.0,281.0
Miami,510000.0,1.0,1.0,612.0,833.0
Miami,500000.0,4.0,2.0,2291.0,218.0
Miami,290000.0,1.0,1.0,590.0,492.0
Miami,600000.0,3.0,2.0,1661.0,361.0
Miami,740000.0,2.0,2.0,1316.0,562.0
Miami,1300000.0,6.0,4.0,5728.0,227.0
Miami,136000.0,1.0,2.0,861.0,158.0
Miami,353000.0,2.0,1.0,1024.0,345.0
Miami,200000.0,3.0,2.0,2290.0,87.0
Miami,955000.0,3.0,2.0,2134.0,448.0
Miami,2000000.0,4.0,5.0,2417.0,827.0
Miami,510000.0,3.0,3.0,1662.0,307.0
Miami,1200000.0,5.0,4.0,2454.0,489.0
Miami,150000.0,1.0,1.0,718.0,209.0
Miami,121500.0,1.0,1.0,551.0,221.0
Miami,350000.0,2.0,2.0,935.0,374.0
Miami,332000.0,2.0,2.0,828.0,401.0
North Bay Village,258000.0,1.0,1.0,639.0,404.0
Miami,560000.0,5.0,3.0,2576.0,217.0
Miami,1950000.0,3.0,4.0,2188.0,891.0
Miami,365000.0,4.0,2.0,704.0,518.0
Miami,545000.0,4.0,3.0,1494.0,365.0
Miami,170000.0,2.0,1.0,730.0,233.0
Miami,525000.0,3.0,2.5,1622.0,324.0
Miami,210000.0,1.0,2.0,710.0,296.0
Miami,630000.0,3.0,2.0,2378.0,265.0
Miami,390000.0,2.0,2.5,1152.0,339.0
Miami,450000.0,1.0,1.0,850.0,529.0
Miami,429000.0,3.0,2.0,1271.0,338.0
Miami,350000.0,4.0,2.0,1520.0,230.0
Miami,383500.0,2.0,2.0,1101.0,348.0
Miami,550000.0,2.0,2.0,1075.0,512.0
Miami,140000.0,2.0,2.0,800.0,175.0
Miami,282500.0,1.0,1.0,846.0,334.0
Miami,385000.0,2.0,2.0,1454.0,265.0
Miami,620000.0,4.0,2.0,1776.0,349.0
Miami,690000.0,1.0,1.0,965.0,715.0
Miami,218000.0,2.0,2.0,920.0,237.0
Miami,325000.0,2.0,2.0,1535.0,212.0
Miami,450000.0,3.0,2.0,2021.0,223.0
Miami,800000.0,2.0,2.0,1263.0,633.0
Miami,1050000.0,4.0,3.0,1296.0,810.0
Miami,610000.0,2.0,2.0,1256.0,486.0
North Bay Village,1000000.0,2.0,2.0,1804.0,554.0
Miami,600000.0,3.0,2.0,1793.0,335.0
Miami,585000.0,2.0,2.0,1515.0,386.0
Miami,260000.0,3.0,1.0,1080.0,241.0
Miami,630000.0,1.0,1.0,825.0,764.0
Miami,650000.0,2.0,2.0,1849.0,352.0
Miami,575000.0,2.0,2.0,1203.0,478.0
Miami,230000.0,2.0,2.0,1050.0,219.0
Miami,320000.0,4.0,3.0,2045.0,156.0
Miami,1480000.0,3.0,4.0,1723.0,859.0
Miami,390000.0,3.0,2.0,1202.0,324.0
Miami,1800000.0,3.0,3.5,1891.0,952.0
Miami,1025000.0,2.0,2.0,1135.0,903.0
Miami,475000.0,3.0,2.0,1418.0,335.0
Miami,630000.0,1.0,1.5,966.0,652.0
Miami,745000.0,6.0,5.0,2992.0,249.0
Miami,699000.0,3.0,2.0,1912.0,366.0
Pinecrest,1000000.0,3.0,3.0,2944.0,340.0
Miami,169000.0,8.0,4.0,1104.0,153.0
Coral Gables,725000.0,2.0,2.0,1322.0,548.0
Miami,305000.0,2.0,2.0,1296.0,235.0
Miami,318000.0,3.0,2.0,1100.0,289.0
Miami,368000.0,3.0,1.0,975.0,377.0
Miami,862800.0,4.0,1.0,1664.0,519.0
Hialeah,290000.0,4.0,2.0,1225.0,237.0
Miami,245000.0,2.0,2.0,897.0,273.0
Miami,388000.0,1.0,1.5,757.0,513.0
Miami,258000.0,2.0,1.0,900.0,287.0
Miami,460000.0,4.0,2.0,1594.0,289.0
Miami,318000.0,3.0,2.0,1100.0,289.0
Miami,225000.0,2.0,2.0,978.0,230.0
Miami,300000.0,3.0,1.0,900.0,333.0
Miami,165000.0,1.0,1.0,708.0,233.0
Miami,800000.0,18.0,12.0,2679.0,299.0
Miami,1050000.0,2.0,2.5,1877.0,559.0
Miami,245000.0,2.0,2.0,848.0,289.0
Miami,312999.0,3.0,3.0,1232.0,254.0
Miami,530000.0,3.0,2.0,1320.0,402.0
Miami,205000.0,1.0,1.0,650.0,315.0
Miami,145000.0,2.0,2.0,840.0,173.0
Miami,210000.0,1.0,1.0,614.0,342.0
Miami,397000.0,3.0,2.0,1346.0,295.0
Miami,401000.0,3.0,2.0,1280.0,313.0
Miami,1750000.0,3.0,2.0,3136.0,558.0
Miami,410000.0,1.0,1.5,750.0,547.0
Miami,242500.0,2.0,2.0,870.0,279.0
Miami,583600.0,2.0,2.0,1145.0,510.0
Miami,620000.0,4.0,2.5,1872.0,331.0
Miami,230000.0,2.0,2.0,837.0,275.0
Pinecrest,4800000.0,7.0,6.0,6120.0,784.0
Miami,241000.0,2.0,2.0,870.0,277.0
Miami,329000.0,2.0,2.0,1200.0,274.0
Miami,705000.0,1.0,1.0,850.0,829.0
Miami,285000.0,3.0,2.0,1222.0,233.0
Miami,420000.0,3.0,2.0,1378.0,305.0
Miami,605000.0,3.0,2.0,1326.0,456.0
Miami,319900.0,2.0,1.5,936.0,342.0
Miami,565000.0,3.0,2.0,1572.0,359.0
Pinecrest,245000.0,1.0,1.0,574.0,427.0
Miami,330000.0,1.0,1.0,730.0,452.0
Miami,340000.0,3.0,2.0,1260.0,270.0
Miami,452500.0,1.0,1.5,791.0,572.0
Miami,225000.0,3.0,2.0,1410.0,160.0
Miami,445000.0,3.0,1.0,1088.0,409.0
Miami,240000.0,2.0,2.0,1789.0,134.0
Miami,213000.0,1.0,1.0,648.0,329.0
Miami,270000.0,2.0,1.0,1125.0,240.0
Miami,160000.0,1.0,1.0,460.0,348.0
Miami,795000.0,4.0,3.0,2069.0,384.0
Miami,885000.0,3.0,2.0,1530.0,578.0
Miami,398000.0,2.0,2.0,915.0,435.0
Miami,500000.0,3.0,2.0,1440.0,347.0
Miami,456000.0,3.0,2.0,1570.0,290.0
Miami,485000.0,3.0,2.0,1591.0,305.0
Miami,395000.0,3.0,2.0,1124.0,351.0
Miami,465000.0,3.0,2.5,1857.0,250.0
Miami,320000.0,2.0,2.5,954.0,335.0
Miami,192000.0,1.0,1.0,860.0,223.0
Miami,350000.0,3.0,2.5,1150.0,304.0
Miami,250000.0,1.0,1.0,710.0,352.0
Miami,440000.0,4.0,2.0,1560.0,282.0
Miami,819900.0,4.0,2.0,2419.0,339.0
Miami,535000.0,1.0,1.0,923.0,580.0
Miami,650000.0,2.0,2.0,1000.0,650.0
Miami,399995.0,3.0,1.0,1092.0,366.0
Miami,410000.0,3.0,1.0,966.0,424.0
Miami,1210000.0,2.0,2.0,1654.0,732.0
Miami,750000.0,4.0,2.0,2028.0,370.0
Miami,315000.0,2.0,2.5,1080.0,292.0
Miami,146000.0,1.0,2.0,861.0,170.0
Miami,399999.0,3.0,2.0,1453.0,275.0
Miami,234000.0,2.0,2.0,898.0,261.0
Miami,400000.0,2.0,2.0,1268.0,315.0
Miami,400000.0,2.0,1.0,978.0,409.0
Miami,520000.0,3.0,2.0,1669.0,312.0
Miami,385000.0,2.0,2.0,1110.0,347.0
Coconut Grove,1450000.0,2.0,1.0,1205.0,1203.0
Miami,301000.0,3.0,2.5,1502.0,200.0
Miami,470000.0,4.0,2.0,1296.0,363.0
Miami,395000.0,3.0,2.0,1185.0,333.0
Miami,250000.0,2.0,2.0,944.0,265.0
Miami,425000.0,2.0,1.0,572.0,743.0
Miami,350000.0,3.0,2.0,1411.0,248.0
Miami,313000.0,2.0,2.0,1056.0,296.0
Miami,265000.0,2.0,2.0,927.0,286.0
Miami,590000.0,4.0,2.0,1566.0,377.0
Miami,275000.0,2.0,1.5,1430.0,192.0
Miami,445000.0,2.0,2.0,1150.0,387.0
Miami,591000.0,5.0,5.0,3036.0,195.0
Miami,300000.0,2.0,1.0,756.0,397.0
Miami,160000.0,2.0,1.0,716.0,223.0
Miami,490000.0,3.0,2.0,1667.0,294.0
Miami,275000.0,4.0,1.0,1490.0,185.0
Miami,353000.0,2.0,1.0,1024.0,345.0
Miami,260000.0,2.0,2.0,1110.0,234.0
Miami,469000.0,3.0,1.0,1058.0,443.0
Miami,383800.0,3.0,3.0,1426.0,269.0
Miami,265000.0,2.0,2.0,1197.0,221.0
Miami,449750.0,4.0,2.0,1788.0,252.0
Miami,410000.0,4.0,2.5,1812.0,226.0
Miami,400000.0,3.0,2.0,1365.0,293.0
Miami,375000.0,3.0,3.0,1255.0,299.0
Miami,670000.0,2.0,2.0,1040.0,644.0
Miami,205000.0,2.0,2.5,824.0,249.0
Miami,250000.0,2.0,2.0,750.0,333.0
Miami,256000.0,2.0,2.5,1415.0,181.0
Miami,258000.0,2.0,2.0,870.0,297.0
Miami,245000.0,3.0,2.0,1430.0,171.0
Miami,400000.0,3.0,2.5,1441.0,278.0
Miami,465000.0,3.0,2.0,1484.0,313.0
