SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,January-18-2023,Single Family Residential,4916 Cornell Ave,Downers Grove,IL,60515,348000,3,2,Downers Grove,2000,13198,,,174,,Sold,,,https://www.redfin.com/IL/Downers-Grove/4916-Cornell-Ave-60515/home/18028020,MRED,11621200,N,Y,41.7972954,-88.0296786
PAST SALE,January-17-2023,Single Family Residential,7404 Montana Ave,Hammond,IN,46323,158900,3,1,Orchard Acres,1224,6384,1965,,130,,Sold,,,https://www.redfin.com/IN/Hammond/7404-Montana-Ave-46323/home/133638864,GNIAR,520349,N,Y,41.5790567,-87.4436408
PAST SALE,,Single Family Residential,849 Cramer Ct,Willowbrook,IL,60527,470000,,3,,1856,22298,1973,,253,,,,,https://www.redfin.com/IL/Willowbrook/849-Cramer-Ct-60527/home/18007805,,,N,Y,41.7678555,-87.9431879
PAST SALE,,Multi-Family (5+ Unit),3134 W Fullerton Ave #2,Chicago,IL,60647,570000,5,3,,2224,3125,1905,,256,,,,,https://www.redfin.com/IL/Chicago/3134-W-Fullerton-Ave-60647/unit-2/home/13449505,,,N,Y,41.9249808,-87.7060359
PAST SALE,January-24-2023,Condo/Co-op,3732 N Pine Grove Ave Unit 2A,Chicago,IL,60613,307000,2,1.5,CHI - Lake View,1053,,1979,,292,259,Sold,,,https://www.redfin.com/IL/Chicago/3732-N-Pine-Grove-Ave-60613/unit-2A/home/13378922,MRED,11693038,N,Y,41.9505044,-87.6476085
PAST SALE,,Condo/Co-op,1615 N Wood St Unit 3A,Chicago,IL,60622,364000,,,,,,,,,,,,,https://www.redfin.com/IL/Chicago/1615-N-Wood-St-60622/unit-3A/home/39563082,,,N,Y,41.9110819,-87.6722773
PAST SALE,February-2-2023,Condo/Co-op,1550 N Oakley Blvd #4,Chicago,IL,60622,899000,3,2.5,CHI - West Town,2600,,1892,,346,548,Sold,,,https://www.redfin.com/IL/Chicago/1550-N-Oakley-Blvd-60622/unit-4/home/28525387,MRED,11679436,N,Y,41.9100922,-87.6849463
PAST SALE,January-13-2023,Single Family Residential,7 Pepperidge Rd,Naperville,IL,60540,625000,4,2.5,Naperville,2822,512309160,1985,,221,,Sold,,,https://www.redfin.com/IL/Naperville/7-Pepperidge-Rd-60540/home/18075748,MRED,11684793,N,Y,41.7744513,-88.1745282
PAST SALE,January-20-2023,Multi-Family (5+ Unit),5537 W Wellington Ave,Chicago,IL,60641,450000,9,4,CHI - Belmont Cragin,,3741,1926,,,,Sold,,,https://www.redfin.com/IL/Chicago/5537-W-Wellington-Ave-60641/home/183925074,MRED,11655391,N,Y,41.9348153,-87.7654244
PAST SALE,February-3-2023,Single Family Residential,11 N Columbia St,Naperville,IL,60540,540000,3,1.5,Naperville,1568,7500,1926,,344,,Sold,,,https://www.redfin.com/IL/Naperville/11-N-Columbia-St-60540/home/18050511,MRED,11695236,N,Y,41.7752456,-88.1383823
PAST SALE,January-31-2023,Condo/Co-op,3525 Cass Ct Unit T4N,Oak Brook,IL,60523,409000,2,2,Royal Hills Club,2103,,1996,,194,794,Sold,,,https://www.redfin.com/IL/Oak-Brook/3525-S-Cass-Ct-60523/unit-T4N/home/18083777,MRED,11692180,N,Y,41.8224447,-87.9786882
PAST SALE,January-30-2023,Multi-Family (2-4 Unit),4314 Maple Ave,Stickney,IL,60402,330000,5,2,Stickney,,4625,1959,,,,Sold,,,https://www.redfin.com/IL/Stickney/4314-Maple-Ave-60402/home/14032303,MRED,11709815,N,Y,41.8131339,-87.8012593
PAST SALE,,Multi-Family (5+ Unit),3929 W Grenshaw St #2,Chicago,IL,60624,325000,4,2,,2608,3000,1895,,125,,,,,https://www.redfin.com/IL/Chicago/3929-W-Grenshaw-St-60624/unit-2/home/13257562,,,N,Y,41.8669806,-87.7239342
PAST SALE,February-3-2023,Vacant Land,Lot 15 S Sleight St S,Naperville,IL,60540,500000,,,Naperville,,8690,,,,,Sold,,,https://www.redfin.com/IL/Naperville/15-S-Sleight-St-60540/home/169229135,MRED,11689513,N,Y,41.774521,-88.1412052
PAST SALE,January-31-2023,Condo/Co-op,3430 N Lawndale Ave Unit 1N,Chicago,IL,60618,590000,4,3,CHI - Avondale,2200,,2018,,268,201,Sold,,,https://www.redfin.com/IL/Chicago/3430-N-Lawndale-Ave-60618/unit-1N/home/179684305,MRED,11680051,N,Y,41.9437595,-87.720244
PAST SALE,January-31-2023,Single Family Residential,1164 Brentwood Ln,Wheaton,IL,60189,318000,3,2,Wheaton,1228,10184,1972,,259,,Sold,,,https://www.redfin.com/IL/Wheaton/1164-Brentwood-Ln-60189/home/18118763,MRED,11677788,N,Y,41.836236,-88.0898281
PAST SALE,January-20-2023,Single Family Residential,2510 Orrington Ave,Evanston,IL,60201,2100000,6,5.5,Evanston,5864,17498,1926,,358,,Sold,,,https://www.redfin.com/IL/Evanston/2510-Orrington-Ave-60201/home/13582231,MRED,11644701,N,Y,42.0632807,-87.6799549
PAST SALE,January-26-2023,Condo/Co-op,5733 S Kenton Ave Unit 2-S,Chicago,IL,60629,120000,2,1,CHI - West Elsdon,1000,,1973,,120,125,Sold,,,https://www.redfin.com/IL/Chicago/5733-S-Kenton-Ave-60629/unit-2S/home/14008215,MRED,11677952,N,Y,41.7884603,-87.7373322
PAST SALE,January-31-2023,Condo/Co-op,6710 N Oliphant Ave #3,Chicago,IL,60631,250000,2,2,CHI - Edison Park,1000,,1924,,250,,Sold,,,https://www.redfin.com/IL/Chicago/6710-N-Oliphant-Ave-60631/unit-3/home/21795605,MRED,11676864,N,Y,42.003156,-87.8159707
PAST SALE,January-20-2023,Multi-Family (5+ Unit),5901 W Race Ave,Chicago,IL,60644,1040000,25,12,CHI - Austin,,8260,1917,,,,Sold,,,https://www.redfin.com/IL/Chicago/5901-W-Race-Ave-60644/home/13267011,MRED,11667018,N,Y,41.8898297,-87.7722598
PAST SALE,January-31-2023,Condo/Co-op,462 Pennsylvania Ave Unit 3S,Glen Ellyn,IL,60137,840000,2,2.5,The Legacy on Pennsylvania Ave,3148,,2008,,267,830,Sold,,,https://www.redfin.com/IL/Glen-Ellyn/462-Pennsylvania-Ave-60137/unit-3S/home/17977325,MRED,11695743,N,Y,41.8775544,-88.0695618
PAST SALE,January-30-2023,Condo/Co-op,801 S Wells St #101,Chicago,IL,60607,560000,3,2.5,CHI - Loop,2800,,1906,,200,722,Sold,,,https://www.redfin.com/IL/Chicago/801-S-Wells-St-60607/unit-101/home/12815551,MRED,11687201,N,Y,41.8719125,-87.6332338
PAST SALE,February-1-2023,Single Family Residential,2906 W Lyndale St,Chicago,IL,60647,570000,2,1,CHI - Logan Square,1133,3700,1892,,503,,Sold,,,https://www.redfin.com/IL/Chicago/2906-W-Lyndale-St-60647/home/13418163,MRED,11664350,N,Y,41.9226305,-87.7002889
PAST SALE,January-9-2023,Multi-Family (5+ Unit),1901 W Pryor Ave,Chicago,IL,60643,2800000,34,34,CHI - Morgan Park,,,1961,,,,Sold,,,https://www.redfin.com/IL/Chicago/1901-W-Pryor-Ave-60643/home/13071053,MRED,11460831,N,Y,41.6931182,-87.6697128
PAST SALE,January-18-2023,Single Family Residential,2155 Riverlea Cir,Naperville,IL,60565,579000,5,2.5,Naperville,3065,14984,1979,,189,,Sold,,,https://www.redfin.com/IL/Naperville/2155-Riverlea-Cir-60565/home/18036136,MRED,11665007,N,Y,41.7268549,-88.126031
PAST SALE,January-18-2023,Single Family Residential,1136 Edmer Ave,Oak Park,IL,60302,463000,3,1.5,Oak Park,1730,5440,1928,,268,,Sold,,,https://www.redfin.com/IL/Oak-Park/1136-Edmer-Ave-60302/home/13277730,MRED,11642456,N,Y,41.9070515,-87.7843528
PAST SALE,February-1-2023,Condo/Co-op,9221 Drake Ave #402,Evanston,IL,60203,300000,2,2,Drake Manor,1800,,1979,,167,593,Sold,,,https://www.redfin.com/IL/Evanston/9221-Drake-Ave-60203/unit-402/home/184083802,MRED,11711275,N,Y,42.0489723,-87.7164191
PAST SALE,January-16-2023,Single Family Residential,6411 Nebraska Ave,Hammond,IN,46323,231000,4,3,If Pritchards Add 02,1826,5663,1957,,127,,Sold,,,https://www.redfin.com/IN/Hammond/6411-Nebraska-Ave-46323/home/132260781,GNIAR,522582,N,Y,41.5968226,-87.4406754
PAST SALE,February-3-2023,Condo/Co-op,1524 S Sangamon St #407,Chicago,IL,60608,349500,2,2,University Village,1300,,2002,,269,584,Sold,,,https://www.redfin.com/IL/Chicago/1524-S-Sangamon-St-60608/unit-407/home/183700732,MRED,11668110,N,Y,41.8607231,-87.6504828
PAST SALE,,Multi-Family (2-4 Unit),11336 S Forest Ave #1,Chicago,IL,60628,92000,6,2,,2520,4000,1904,,37,,,,,https://www.redfin.com/IL/Chicago/11336-S-Forest-Ave-60628/unit-1/home/13061063,,,N,Y,41.6879476,-87.6159504
PAST SALE,January-13-2023,Condo/Co-op,100 S Emerson St #408,Mount Prospect,IL,60056,309900,2,1.5,The Emerson at Village Centre,1400,,2004,,221,622,Sold,,,https://www.redfin.com/IL/Mt-Prospect/100-S-Emerson-St-60056/unit-408/home/183798658,MRED,11685154,N,Y,42.0642795,-87.9355907
PAST SALE,February-1-2023,Single Family Residential,839 Leahy Cir,Des Plaines,IL,60016,275000,4,1.5,Des Plaines,1306,10258,1961,,211,,Sold,,,https://www.redfin.com/IL/Des-Plaines/839-Leahy-Cir-60016/home/13690035,MRED,11688349,N,Y,42.0366945,-87.9235598
PAST SALE,January-27-2023,Single Family Residential,11259 S Green St,Chicago,IL,60643,128750,3,1.5,CHI - Morgan Park,1046,4499,,,123,,Sold,,,https://www.redfin.com/IL/Chicago/11259-S-Green-St-60643/home/13067222,MRED,11699042,N,Y,41.6888819,-87.6432057
PAST SALE,,Condo/Co-op,4929 W 109th St #103,Oak Lawn,IL,60453,113000,,,,,,,,,,,,,https://www.redfin.com/IL/Oak-Lawn/4929-W-109th-St-60453/unit-103/home/13145666,,,N,Y,41.6940826,-87.7441756
PAST SALE,February-6-2023,Condo/Co-op,436 Arboretum Dr,Lombard,IL,60148,314000,3,2,Lombard,1585,,1995,,198,375,Sold,,,https://www.redfin.com/IL/Lombard/436-Arboretum-Dr-60148/home/14360522,MRED,11702998,N,Y,41.8434631,-88.0250523
PAST SALE,,Multi-Family (2-4 Unit),6318 S Champlain Ave #1,Chicago,IL,60637,150000,4,2,,2564,3050,1900,,59,,,,,https://www.redfin.com/IL/Chicago/6318-S-Champlain-Ave-60637/unit-1/home/13929950,,,N,Y,41.7797433,-87.6099086
PAST SALE,,Condo/Co-op,708 W Bittersweet Pl #507,Chicago,IL,60613,155000,,,,,,,,,,,,,https://www.redfin.com/IL/Chicago/708-W-Bittersweet-Pl-60613/unit-507/home/13395030,,,N,Y,41.955823,-87.647708
PAST SALE,February-7-2023,Condo/Co-op,860 W Blackhawk St #1506,Chicago,IL,60642,600000,2,2,CHI - Near North Side,1436,,2009,,418,839,Sold,,,https://www.redfin.com/IL/Chicago/860-W-Blackhawk-St-60642/unit-1506/home/40378441,MRED,11684346,N,Y,41.9088162,-87.6505601
PAST SALE,January-27-2023,Multi-Family (2-4 Unit),1347 S California Ave,Chicago,IL,60608,170000,6,3,CHI - North Lawndale,,3920,1900,,,,Sold,,,https://www.redfin.com/IL/Chicago/1347-S-California-Ave-60608/home/13232966,MRED,11708805,N,Y,41.863387,-87.6955295
PAST SALE,January-31-2023,Single Family Residential,1401 Burlington Ave,Lisle,IL,60532,259900,4,2,Lisle,1788,8380,1928,,145,,Sold,,,https://www.redfin.com/IL/Lisle/1401-Burlington-Ave-60532/home/18057355,MRED,11710008,N,Y,41.7972702,-88.0787973
PAST SALE,February-3-2023,Condo/Co-op,211 N Harbor Dr #3605,Chicago,IL,60601,545000,1,1,CHI - Loop,687,,2021,,793,459,Sold,,,https://www.redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-3605/home/183222015,MRED,11684352,N,Y,41.8864877,-87.6146074
PAST SALE,January-17-2023,Multi-Family (2-4 Unit),4926 Olcott Ave,East Chicago,IN,46312,100000,4,2,East Chicago,1800,3550,1898,,56,,Sold,,,https://www.redfin.com/IN/East-Chicago/4926-Olcott-Ave-46312/home/132513008,GNIAR,520129,N,Y,41.6239714,-87.4798103
PAST SALE,January-31-2023,Single Family Residential,324 S Lincoln Ave,Park Ridge,IL,60068,710000,4,3.5,Park Ridge,2160,6198,1966,,329,,Sold,,,https://www.redfin.com/IL/Park-Ridge/324-S-Lincoln-Ave-60068/home/13639655,MRED,11689736,N,Y,42.0062423,-87.8435323
PAST SALE,January-31-2023,Single Family Residential,723 Monticello Pl,Evanston,IL,60201,1260000,4,3,Evanston,2713,6250,1926,,464,,Sold,,,https://www.redfin.com/IL/Evanston/723-Monticello-Pl-60201/home/13770701,MRED,11684256,N,Y,42.0664005,-87.6806348
PAST SALE,January-11-2023,Condo/Co-op,6450 W Berteau Ave #403,Chicago,IL,60634,275000,2,2,CHI - Dunning,1391,,2000,,198,,Sold,,,https://www.redfin.com/IL/Chicago/6450-W-Berteau-Ave-60634/unit-403/home/12755587,MRED,11670988,N,Y,41.9570529,-87.7888335
PAST SALE,January-27-2023,Condo/Co-op,1457 W Leland Ave #3,Chicago,IL,60640,265000,2,1,CHI - Uptown,,,1920,,,197,Sold,,,https://www.redfin.com/IL/Chicago/1457-W-Leland-Ave-60640/unit-3/home/26807758,MRED,11678055,N,Y,41.9669238,-87.6663633
PAST SALE,January-10-2023,Condo/Co-op,2940 N Damen Ave Unit 1S,Chicago,IL,60618,599000,3,2.5,CHI - North Center,2400,,2007,,250,221,Sold,,,https://www.redfin.com/IL/Chicago/2940-N-Damen-Ave-60618/unit-1S/home/26809424,MRED,11665656,N,Y,41.9353531,-87.6785032
PAST SALE,February-1-2023,Condo/Co-op,1461 W Hollywood Ave #1,Chicago,IL,60660,775000,3,3,CHI - Edgewater,,,2004,,,324,Sold,,,https://www.redfin.com/IL/Chicago/1461-W-Hollywood-Ave-60660/unit-1/home/12667858,MRED,11690218,N,Y,41.985178,-87.667364
PAST SALE,January-31-2023,Single Family Residential,9425 Margail Ave,Des Plaines,IL,60016,325000,4,3,Des Plaines,1315,10062,1964,,247,,Sold,,,https://www.redfin.com/IL/Des-Plaines/9425-Margail-Ave-60016/home/13672007,MRED,11696245,N,Y,42.0518148,-87.8584667
PAST SALE,,Single Family Residential,3646 N Wayne Ave #1,Chicago,IL,60613,1563000,4,3.5,,2800,3000,1997,,558,,,,,https://www.redfin.com/IL/Chicago/3646-N-Wayne-Ave-60613/unit-1/home/13383173,,,N,Y,41.9484838,-87.6631487
PAST SALE,January-12-2023,Condo/Co-op,313 S Racine Ave Unit PHA,Chicago,IL,60607,1839871,4,4.5,CHI - Near West Side,3103,,2021,,593,615,Sold,,,https://www.redfin.com/IL/Chicago/313-S-Racine-Ave-60607/unit-PHA/home/172525899,MRED,10788345,N,Y,41.8772486,-87.6566898
PAST SALE,January-13-2023,Condo/Co-op,7859 S South Shore Dr Unit B,Chicago,IL,60649,50000,2,1,CHI - South Shore,900,,1925,,56,448,Sold,,,https://www.redfin.com/IL/Chicago/7859-S-South-Shore-Dr-60649/unit-B/home/13215425,MRED,11661495,N,Y,41.7529132,-87.5485965
PAST SALE,,Condo/Co-op,5306 N Cumberland Ave #313,Chicago,IL,60656,92000,,,,,,,,,,,,,https://www.redfin.com/IL/Chicago/5306-N-Cumberland-Ave-60656/unit-313/home/40374571,,,N,Y,41.976334,-87.8377992
PAST SALE,,Condo/Co-op,1515 E Central Rd Unit 351A,Arlington Heights,IL,60005,187500,,,,,,,,,,,,,https://www.redfin.com/IL/Arlington-Heights/1515-E-Central-Rd-60005/unit-351A/home/13703960,,,N,Y,42.063951,-87.964908
PAST SALE,February-3-2023,Single Family Residential,2215 Snapdragon Rd,Naperville,IL,60564,525000,4,2.5,High Meadow,2370,,1994,,222,18,Sold,,,https://www.redfin.com/IL/Naperville/2215-Snapdragon-Rd-60564/home/23191073,MRED,11686716,N,Y,41.6768713,-88.1898951
PAST SALE,January-27-2023,Single Family Residential,5124 N Natchez Ave,Chicago,IL,60656,275000,2,1.5,CHI - Norwood Park,1196,4712,1949,,230,,Sold,,,https://www.redfin.com/IL/Chicago/5124-N-Natchez-Ave-60656/home/13503102,MRED,11708726,N,Y,41.9745738,-87.789355
PAST SALE,,Single Family Residential,7131 S May St #2,Chicago,IL,60621,185000,2,2,,1041,3125,1905,,178,,,,,https://www.redfin.com/IL/Chicago/7131-S-May-St-60621/unit-2/home/13915116,,,N,Y,41.7641365,-87.6526519
PAST SALE,January-18-2023,Condo/Co-op,313 S Racine Ave Unit 5A,Chicago,IL,60607,1089400,3,3,CHI - Near West Side,2160,,2021,,504,330,Sold,,,https://www.redfin.com/IL/Chicago/313-S-Racine-Ave-60607/unit-5A/home/172952221,MRED,10836054,N,Y,41.8775946,-87.6566973
PAST SALE,February-6-2023,Condo/Co-op,60 E Monroe St #6804,Chicago,IL,60603,1080000,3,2.5,CHI - Loop,1822,,2009,,593,1615,Sold,,,https://www.redfin.com/IL/Chicago/60-E-Monroe-St-60603/unit-6804/home/45513090,MRED,11690705,N,Y,41.8809978,-87.6256565
PAST SALE,January-9-2023,Single Family Residential,231 Newton Ave,Glen Ellyn,IL,60137,1840000,5,5.5,Glen Ellyn,5053,27917,2003,,364,,Sold,,,https://www.redfin.com/IL/Glen-Ellyn/231-Newton-Ave-60137/home/18131792,MRED,11662935,N,Y,41.8677,-88.0746934
PAST SALE,,Single Family Residential,528 N Kenilworth Ave,Glen Ellyn,IL,60137,400000,4,1.5,,1428,7807,1950,,280,,,,,https://www.redfin.com/IL/Glen-Ellyn/528-N-Kenilworth-Ave-60137/home/17297241,,,N,Y,41.8785666,-88.0784546
PAST SALE,January-18-2023,Multi-Family (2-4 Unit),4034 N Bernard St,Chicago,IL,60618,300000,4,2,CHI - Irving Park,,3150,1917,,,,Sold,,,https://www.redfin.com/IL/Chicago/4034-N-Bernard-St-60618/home/183786278,MRED,11658117,N,Y,41.9549173,-87.7144713
PAST SALE,January-10-2023,Multi-Family (2-4 Unit),3649 N Marshfield Ave,Chicago,IL,60613,885000,6,5,CHI - Lake View,,3125,1910,,,,Sold,,,https://www.redfin.com/IL/Chicago/3649-N-Marshfield-Ave-60613/home/13388066,MRED,11627147,N,Y,41.948453,-87.6698545
PAST SALE,February-6-2023,Vacant Land,0 Blake Rd,Portage,IN,46368,32000,,,Portage,,56628,,,,,Sold,,,https://www.redfin.com/IN/Portage/Blake-Rd-46368/home/137806309,GNIAR,510676,N,Y,41.577897,-87.215576
PAST SALE,January-9-2023,Single Family Residential,1650 Waldorth Ct,Wheaton,IL,60189,700000,5,2.5,Wheaton,4235,44230,1965,,165,,Sold,,,https://www.redfin.com/IL/Wheaton/1650-Waldorth-Ct-60189/home/14362314,MRED,11652301,N,Y,41.8439308,-88.1295581
PAST SALE,January-31-2023,Single Family Residential,3820 Junebreeze Ln,Naperville,IL,60564,830000,4,3.5,Tall Grass,4237,10000,2005,,196,61,Sold,,,https://www.redfin.com/IL/Naperville/3820-Junebreeze-Ln-60564/home/23366615,MRED,11666295,N,Y,41.6978428,-88.2083397
PAST SALE,January-18-2023,Condo/Co-op,6024 S Archer Rd #9,Summit,IL,60501,48000,1,1,Summit,,,1968,,,,Sold,,,https://www.redfin.com/IL/Summit/6024-S-Archer-Rd-60501/unit-9/home/12733357,MRED,11709468,N,Y,41.7819809,-87.8126348
PAST SALE,January-17-2023,Single Family Residential,727 Mulberry St,Hammond,IN,46324,180000,2,1,F J Whites Add,828,4636,1922,,217,,Sold,,,https://www.redfin.com/IN/Hammond/727-Mulberry-St-46324/home/133226796,GNIAR,520357,N,Y,41.5911731,-87.510157
PAST SALE,,Condo/Co-op,12554 Fairview Ave,Blue Island,IL,60406,30000,,,,,,,,,,,,,https://www.redfin.com/IL/Blue-Island/12554-Fairview-Ave-60406/home/13130528,,,N,Y,41.664784,-87.689261
PAST SALE,,Condo/Co-op,2650 N Lakeview Ave #2803,Chicago,IL,60614,85000,,3,,,,,,,,,,,https://www.redfin.com/IL/Chicago/2650-N-Lakeview-Ave-60614/unit-2803/home/13367585,,,N,Y,41.9309314,-87.63996
PAST SALE,January-19-2023,Condo/Co-op,1400 N State Pkwy Unit 11E,Chicago,IL,60610,179000,1,1,CHI - Near North Side,900,,1967,,199,755,Sold,,,https://www.redfin.com/IL/Chicago/1400-N-State-Pkwy-60610/unit-11E/home/14115049,MRED,11678457,N,Y,41.9079342,-87.6290189
PAST SALE,January-23-2023,Single Family Residential,1018 Reese Ave,Whiting,IN,46394,149900,3,1,Whiteside 01 Add/Whiting,1029,3125,1900,,146,,Sold,,,https://www.redfin.com/IN/Whiting/1018-Reese-Ave-46394/home/131779744,GNIAR,523065,N,Y,41.6807189,-87.5020696
PAST SALE,February-1-2023,Single Family Residential,275 N Indiana St,Elmhurst,IL,60126,480000,4,3,Elmhurst,1629,7322,1925,,295,,Sold,,,https://www.redfin.com/IL/Elmhurst/275-N-Indiana-St-60126/home/18115305,MRED,11676585,N,Y,41.9052943,-87.9350014
PAST SALE,January-20-2023,Condo/Co-op,169 Gregory St #14,Aurora,IL,60504,90000,2,1.5,Willows of Fox Valley,890,,1981,,101,450,Sold,,,https://www.redfin.com/IL/Aurora/169-Gregory-St-60504/unit-14/home/18073504,MRED,11698692,N,Y,41.7550771,-88.22053
PAST SALE,,Multi-Family (2-4 Unit),7249 S Union Ave Unit 1FL,Chicago,IL,60621,426500,6,3,,5442,7750,1903,,78,,,,,https://www.redfin.com/IL/Chicago/7249-S-Union-Ave-60621/unit-1FL/home/13917789,,,N,Y,41.7619923,-87.641136
PAST SALE,January-20-2023,Single Family Residential,8218 N Karlov Ave,Skokie,IL,60076,415000,4,2,Skokie,1446,8733,1954,,287,,Sold,,,https://www.redfin.com/IL/Skokie/8218-Karlov-Ave-60076/home/13609839,MRED,11618152,N,Y,42.0305051,-87.7307672
PAST SALE,January-11-2023,Multi-Family (2-4 Unit),1217 W Wellington Ave,Chicago,IL,60657,1970000,10,8,CHI - Lake View,,,1885,,,,Sold,,,https://www.redfin.com/IL/Chicago/1217-W-Wellington-Ave-60657/home/13365276,MRED,11699332,N,Y,41.9360298,-87.6596217
PAST SALE,January-12-2023,Condo/Co-op,2850 N Albany Ave Unit 2N,Chicago,IL,60618,340000,2,2,CHI - Avondale,1200,,,,283,190,Sold,,,https://www.redfin.com/IL/Chicago/2850-N-Albany-Ave-60618/unit-2N/home/12675658,MRED,11702169,N,Y,41.933513,-87.7053413
PAST SALE,January-9-2023,Condo/Co-op,1506 W Birchwood Ave #3,Chicago,IL,60626,230000,2,2,CHI - Rogers Park,1300,,1910,,177,,Sold,,,https://www.redfin.com/IL/Chicago/1506-W-Birchwood-Ave-60626/unit-3/home/12777859,MRED,11671396,N,Y,42.018456,-87.6685286
PAST SALE,February-3-2023,Single Family Residential,717 Westchester Ln,Bolingbrook,IL,60440,186620,4,3,Winston Woods,2050,,1971,,91,,Sold,,,https://www.redfin.com/IL/Bolingbrook/717-Westchester-Ln-60440/home/23220596,MRED,11696576,N,Y,41.7249319,-88.056842
PAST SALE,January-26-2023,Townhouse,3115 Reflection Dr,Naperville,IL,60564,349000,3,3,Signature Club,2012,2860,1999,,173,285,Sold,,,https://www.redfin.com/IL/Naperville/3115-Reflection-Dr-60564/home/23300494,MRED,11690038,N,Y,41.7083707,-88.2091967
PAST SALE,,Condo/Co-op,235 Marengo Ave Unit 2AN,Forest Park,IL,60130,225000,,,,,,,,,,,,,https://www.redfin.com/IL/Forest-Park/235-Marengo-Ave-60130/unit-2AN/home/13321331,,,N,Y,41.8818149,-87.8076505
PAST SALE,January-17-2023,Condo/Co-op,30 E Huron St #4404,Chicago,IL,60611,360000,1,1,30 E Huron,900,,1980,,400,667,Sold,,,https://www.redfin.com/IL/Chicago/30-E-Huron-St-60611/unit-4404/home/12627123,MRED,11685606,N,Y,41.8951123,-87.6266389
PAST SALE,,Condo/Co-op,1929 Blackberry Ln,Hoffman Estates,IL,60169,277500,,,,,,,,,,,,,https://www.redfin.com/IL/Hoffman-Estates/1929-Blackberry-Ln-60169/home/13748286,,,N,Y,42.0601588,-88.1347507
PAST SALE,January-20-2023,Single Family Residential,376 S Kenilworth Ave,Elmhurst,IL,60126,827000,4,3,Elmhurst,3461,11299,1977,,239,,Sold,,,https://www.redfin.com/IL/Elmhurst/376-S-Kenilworth-Ave-60126/home/17372881,MRED,11705710,N,Y,41.8897722,-87.9388014
PAST SALE,January-27-2023,Townhouse,1724 N Winnebago Ave Unit E,Chicago,IL,60647,415000,2,2,CHI - West Town,1400,,1995,,296,60,Sold,,,https://www.redfin.com/IL/Chicago/1724-N-Winnebago-Ave-60647/unit-E/home/12792756,MRED,11687469,N,Y,41.9130127,-87.6837152
PAST SALE,,Multi-Family (2-4 Unit),8401 S Throop St #2,Chicago,IL,60620,320000,4,2,,2800,3780,1924,,114,,,,,https://www.redfin.com/IL/Chicago/8401-S-Throop-St-60620/unit-2/home/13229286,,,N,Y,41.7412341,-87.6556468
PAST SALE,,Condo/Co-op,71 E 16th St Unit 71-3,Chicago,IL,60616,370000,,2,,1500,,,,247,,,,,https://www.redfin.com/IL/Chicago/71-E-16th-St-60616/unit-71-3/home/12687103,,,N,Y,41.859961,-87.624556
PAST SALE,January-30-2023,Condo/Co-op,5503 E Lake Dr Unit 105-B,Lisle,IL,60532,110000,1,1,Lisle,670,,1965,,164,270,Sold,,,https://www.redfin.com/IL/Lisle/5503-E-Lake-Dr-60532/unit-105-B/home/146994727,MRED,11699998,N,Y,41.7855821,-88.0800051
PAST SALE,February-3-2023,Single Family Residential,214 S Clay St,Hinsdale,IL,60521,2000000,6,5.5,Hinsdale,,8500,2023,,,,Sold,,,https://www.redfin.com/IL/Hinsdale/214-S-Clay-St-60521/home/18021291,MRED,11306326,N,Y,41.7994242,-87.9356321
PAST SALE,January-18-2023,Condo/Co-op,30 E Huron St #2102,Chicago,IL,60611,400000,2,1,CHI - Near North Side,900,,1980,,444,654,Sold,,,https://www.redfin.com/IL/Chicago/30-E-Huron-St-60611/unit-2102/home/12662871,MRED,11624974,N,Y,41.8951123,-87.6266389
PAST SALE,January-19-2023,Condo/Co-op,1140 W Wellington Ave #3,Chicago,IL,60657,497500,2,2,CHI - Lake View,,,1883,,,220,Sold,,,https://www.redfin.com/IL/Chicago/1140-W-Wellington-Ave-60657/unit-3/home/13364962,MRED,11684344,N,Y,41.93644,-87.6580571
PAST SALE,January-17-2023,Condo/Co-op,4814 N Damen Ave #302,Chicago,IL,60625,425000,2,2,CHI - Lincoln Square,1400,,2005,,304,519,Sold,,,https://www.redfin.com/IL/Chicago/4814-N-Damen-Ave-60625/unit-302/home/12608936,MRED,11684192,N,Y,41.9691349,-87.6794169
PAST SALE,January-25-2023,Multi-Family (5+ Unit),6140 N Rockwell St,Chicago,IL,60659,938000,13,7,CHI - West Ridge,6450,4125,1927,,145,,Sold,,,https://www.redfin.com/IL/Chicago/6140-N-Rockwell-St-60659/home/13520608,MRED,11659398,N,Y,41.9934579,-87.694951
