CITY,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,YEAR BUILT,PRICE/SQFT
Dallas,305000.0,2.0,1.0,North Oak Cliff,1208.0,1926.0,252.0
Dallas,132500.0,1.0,1.0,Hollows North Condo,885.0,1970.0,150.0
Dallas,180000.0,2.0,2.0,Villa Royale Condominium,1118.0,1964.0,161.0
Dallas,425000.0,3.0,2.0,Kessler Plaza,1646.0,1939.0,258.0
Dallas,749000.0,3.0,2.0,Enclave Wyrick Estates,3434.0,2006.0,218.0
Dallas,262500.0,4.0,2.0,Wisdom Creek Ph 01,1587.0,2004.0,165.0
Dallas,194000.0,4.0,2.0,Oakland Hills 01,1451.0,1957.0,134.0
Dallas,182000.0,1.0,1.0,Preston Oaks Crossing Condos 01 & 02,912.0,1981.0,200.0
Dallas,154000.0,3.0,1.0,Polk Terrace 08,1038.0,1958.0,148.0
Dallas,165000.0,3.0,2.0,Condo Country Creek,1050.0,1974.0,157.0
Dallas,825000.0,4.0,3.0,Royal North Estates,2611.0,1963.0,316.0
University Park,1775000.0,4.0,3.0,University Heights,3008.0,1930.0,590.0
Dallas,314000.0,2.0,2.0,Chimney Hill 03 Inst,1684.0,1974.0,186.0
Dallas,228000.0,2.0,2.0,El Camino Condo,1041.0,1970.0,219.0
Dallas,479900.0,2.0,2.0,Miller & Stemmons,1627.0,2022.0,295.0
Dallas,449500.0,2.0,1.0,West Kessler Heights Rev,1342.0,1940.0,335.0
Dallas,263000.0,3.0,2.0,Woodland Terrace,1353.0,1993.0,194.0
Dallas,358900.0,6.0,4.0,Red Bird Meadows,2648.0,1971.0,136.0
Dallas,250000.0,4.0,2.0,Urbandale Add 04 Instl,1551.0,1940.0,161.0
Dallas,299990.0,5.0,3.0,Oakland Hills 01,1725.0,1956.0,174.0
Dallas,72000.0,1.0,1.0,Buckner Estates,816.0,1946.0,88.0
Dallas,190000.0,2.0,2.0,Arbor Court Condos,1221.0,1970.0,156.0
Dallas,550000.0,4.0,2.0,Vickery Park,2528.0,1923.0,218.0
Dallas,100000.0,2.0,1.0,Richland Trace Condos,808.0,1983.0,124.0
Dallas,649000.0,2.0,2.0,West Side at State Thomas,2085.0,2006.0,311.0
Dallas,349900.0,3.0,2.0,South Park,1638.0,2022.0,214.0
Dallas,290000.0,2.0,2.0,Crest Meadow Estates,1210.0,1971.0,240.0
Dallas,839000.0,3.0,3.0,Creekside Place Add,2705.0,1984.0,310.0
Cockrell Hill,270000.0,4.0,2.0,Fairmont Park,1732.0,1937.0,156.0
Cockrell Hill,235000.0,3.0,2.0,Cockrell Hill,2280.0,1935.0,103.0
Dallas,329900.0,3.0,1.0,Oak Lawn Heights,1678.0,1927.0,197.0
Dallas,730000.0,2.0,2.0,Greenville Crest,1550.0,1946.0,471.0
Dallas,189000.0,1.0,1.0,4616 West Lovers Lane Condos,672.0,1960.0,281.0
Dallas,265000.0,3.0,1.0,Alta Mesa Park,1108.0,2003.0,239.0
Dallas,1075000.0,3.0,4.0,Alcotts Fitzhugh Heights,3512.0,2006.0,306.0
Dallas,695000.0,3.0,2.0,Lovers Lane East,2362.0,1970.0,294.0
Dallas,275000.0,4.0,2.0,Casa Loma Estates Rep,1764.0,1995.0,156.0
Dallas,115000.0,3.0,1.0,Alta Mesa Park,910.0,1958.0,126.0
Dallas,187900.0,2.0,2.0,Woodlands On The Creek 02,1130.0,1982.0,166.0
Dallas,275000.0,4.0,2.0,Buckner Terrace,1860.0,1971.0,148.0
Dallas,313740.0,4.0,2.0,Wellington Farms,1836.0,2022.0,171.0
Dallas,210000.0,3.0,1.0,Bruton Terrace,1275.0,1958.0,165.0
Dallas,789000.0,3.0,3.0,Walnut Meadows,2908.0,1999.0,271.0
Dallas,369000.0,3.0,2.0,Mountain Crk Lake Instl 2,1671.0,2011.0,221.0
Dallas,297000.0,3.0,2.0,Las Haciendas 03,1276.0,1998.0,233.0
Dallas,470000.0,2.0,2.0,225FR Matilda,1650.0,2017.0,285.0
Dallas,495000.0,2.0,2.0,Vickery Place,1276.0,1922.0,388.0
Dallas,3995000.0,6.0,7.0,Preston Hollow Rev,11800.0,1988.0,339.0
Dallas,250000.0,3.0,2.0,Cloverdale 05,1190.0,1957.0,210.0
Dallas,485000.0,4.0,2.0,Lindenwood Park 1st Inst,2564.0,1964.0,189.0
Dallas,69000.0,2.0,2.0,South Park,1369.0,1916.0,50.0
Dallas,158500.0,2.0,1.0,Trinity Heights,1280.0,1921.0,124.0
Dallas,2195000.0,4.0,4.0,Caruth Homeplace,5096.0,1979.0,431.0
Dallas,589000.0,3.0,2.0,Prestonwood Lake,2015.0,1985.0,292.0
Dallas,295000.0,4.0,2.0,Carver Heights,1620.0,2022.0,182.0
Dallas,585000.0,3.0,2.0,Eastwood Estates,2147.0,1960.0,272.0
Dallas,2195000.0,4.0,5.0,Bent Tree,5431.0,1976.0,404.0
Dallas,249999.0,2.0,2.0,Oak Cliff Original,1450.0,1945.0,172.0
Dallas,150000.0,2.0,1.0,Deerpath Village 04,724.0,1950.0,207.0
Irving,350000.0,3.0,2.0,LAKES OF VALLAEY RANCH PH 4,1824.0,1993.0,192.0
Dallas,199500.0,2.0,1.0,Parkside Cedar Spgs Condo,874.0,1983.0,228.0
Dallas,1095000.0,3.0,5.0,Bent Tree Village 3,5500.0,1985.0,199.0
Dallas,1760000.0,5.0,5.0,North Davilla Drive Estates,4038.0,2022.0,436.0
Dallas,264990.0,3.0,1.0,Casa View Hills,1480.0,1954.0,179.0
Dallas,209900.0,3.0,1.0,Horizon Estates,1092.0,1959.0,192.0
Dallas,725000.0,2.0,2.0,Bowser & Lemmons Oaklawn,2182.0,2021.0,332.0
Forney,289990.0,3.0,2.0,Travis Ranch Marina,1406.0,2022.0,206.0
Dallas,1595000.0,3.0,3.0,The Travis at Knox Condo,3220.0,2000.0,495.0
Dallas,2350000.0,5.0,4.0,Al Myerson An Add,6513.0,1970.0,361.0
University Park,1299000.0,5.0,3.0,Presidents House Condo,3715.0,1984.0,350.0
Dallas,259900.0,3.0,2.0,Teagarden Place,1134.0,1998.0,229.0
Dallas,1379000.0,4.0,3.0,Luna Park Estates,3509.0,1964.0,393.0
Dallas,650000.0,3.0,2.0,Greenville Crest Annex,1899.0,1978.0,342.0
Dallas,99999.0,2.0,1.0,Friendship,720.0,1940.0,139.0
Garland,189000.0,2.0,2.0,Faulkner Point 02,958.0,1981.0,197.0
Dallas,99000.0,1.0,1.0,Gastonian Condo,562.0,1984.0,176.0
Dallas,775000.0,4.0,2.0,Glen Cove,2232.0,1965.0,347.0
Dallas,185000.0,3.0,1.0,Gaston Park,1104.0,1953.0,168.0
Highland Park,1449000.0,3.0,3.0,Highland Park West 09,2115.0,1938.0,685.0
Dallas,800000.0,3.0,3.0,Williams Caruth,2846.0,1962.0,281.0
Dallas,550000.0,2.0,2.0,4690 Monarch,1897.0,2016.0,290.0
Dallas,209000.0,1.0,1.0,Dallas City Gates,864.0,2000.0,242.0
Dallas,475000.0,2.0,2.0,1811 Euclid Twnhms,1576.0,2012.0,301.0
Dallas,400000.0,4.0,3.0,Highland Meadows,2382.0,1962.0,168.0
Garland,265000.0,3.0,2.0,Halcyon Villas Rep,1590.0,1983.0,167.0
Dallas,710000.0,4.0,3.0,Heights Macarthur,2854.0,2022.0,249.0
Dallas,218500.0,3.0,2.0,Highland Hills 09,1164.0,1969.0,188.0
Dallas,488000.0,2.0,2.0,Monarch Place,1445.0,2019.0,338.0
Garland,179500.0,2.0,2.0,Faulkner Point 02,943.0,1981.0,190.0
Dallas,179900.0,1.0,1.0,Oaks On The Bend Condos Ph 01-04,713.0,1982.0,252.0
Dallas,914000.0,4.0,3.0,Tioga East Ph 02,3312.0,1975.0,276.0
Dallas,895000.0,5.0,3.0,Munger Place,3026.0,2000.0,296.0
Dallas,720000.0,4.0,2.0,MidwayLomita Add,1960.0,1956.0,367.0
Dallas,239000.0,3.0,1.0,Eastridge,1199.0,1952.0,199.0
Dallas,169000.0,2.0,1.0,Bluebonnet Acres,1008.0,1938.0,168.0
Dallas,780000.0,3.0,2.0,Wilshire Heights,2121.0,1950.0,368.0
Dallas,292490.0,3.0,2.0,Wellington Farms,1614.0,2022.0,181.0
Dallas,137450.0,3.0,1.0,Jack Keller Add,1196.0,1956.0,115.0
Dallas,110000.0,1.0,1.0,Royal Central Condominium,893.0,1974.0,123.0
Dallas,1300000.0,3.0,2.0,Colony Ridge,3008.0,1948.0,432.0
Dallas,220000.0,2.0,2.0,West Ridge Park,1120.0,1942.0,196.0
Dallas,649000.0,4.0,2.0,Elmwood,2631.0,2021.0,247.0
Dallas,305000.0,2.0,2.0,Springstead Condominiums,1394.0,1983.0,219.0
Dallas,297000.0,3.0,2.0,Paradiso Condo,1625.0,1966.0,183.0
Carrollton,375000.0,3.0,2.0,Morningside 1,1648.0,1980.0,228.0
Dallas,305000.0,4.0,2.0,Morningside 02 Rev,1656.0,2022.0,184.0
Dallas,164999.0,2.0,1.0,Les Chateaux Condo,1020.0,1963.0,162.0
Richardson,408000.0,3.0,2.0,Richardson Heights 09 2nd Sec,1528.0,1959.0,267.0
Dallas,255000.0,3.0,2.0,Dolphin Heights,1348.0,2005.0,189.0
Dallas,80000.0,1.0,1.0,Richland Trace Condos,423.0,1984.0,189.0
Dallas,255000.0,3.0,2.0,College Terrace Ph 01,1602.0,2004.0,159.0
Dallas,919900.0,5.0,4.0,University Place,3536.0,2022.0,260.0
Dallas,675000.0,8.0,4.0,Beckley Terrace Rev,3024.0,1951.0,223.0
Dallas,499999.0,4.0,3.0,Wynnewood Hills,3800.0,1958.0,132.0
Carrollton,330000.0,3.0,2.0,Woodlake 2,1482.0,1972.0,223.0
Dallas,372000.0,4.0,2.0,Mountain Creek Meadows Ph 02,2529.0,2005.0,147.0
Dallas,379000.0,3.0,1.0,Ridgecrest Village,1050.0,1951.0,361.0
Dallas,265000.0,3.0,2.0,Wisdom Terrace,1621.0,2002.0,163.0
Rowlett,475000.0,4.0,3.0,Dexham Estates,2746.0,1994.0,173.0
Dallas,99000.0,1.0,1.0,Gastonian Condo,564.0,1984.0,176.0
Dallas,389500.0,3.0,1.0,Lake Highland Estates 7,1313.0,1953.0,297.0
Dallas,285000.0,2.0,2.0,Bryan Place Condo,1064.0,1981.0,268.0
Dallas,235000.0,3.0,2.0,Highland Oaks 04 Inst 05,1498.0,1968.0,157.0
Dallas,175000.0,2.0,1.0,Cimarron Court Condo Ph 1,737.0,1985.0,237.0
Dallas,384999.0,3.0,2.0,Terrace Home,1410.0,1925.0,273.0
Dallas,750000.0,6.0,4.0,Walnut Hills Add 03,3170.0,1977.0,237.0
Dallas,679990.0,4.0,4.0,Hockaday Square 07,3078.0,1974.0,221.0
Dallas,350000.0,1.0,1.0,Topaz Twnhms Condo,1114.0,1995.0,314.0
Dallas,650000.0,3.0,3.0,Kessler Square,1917.0,1926.0,339.0
Dallas,288000.0,4.0,2.0,Vista Del Cielo Add,1721.0,2008.0,167.0
Dallas,358000.0,2.0,1.0,Bordeaux Village Condos,1027.0,1951.0,349.0
Dallas,130000.0,3.0,1.0,Fordham Heights,1072.0,1950.0,121.0
Dallas,200000.0,2.0,2.0,Wedglea Place Condo,943.0,1981.0,212.0
Dallas,375000.0,4.0,3.0,Brairwood Estates,2151.0,1979.0,174.0
Dallas,244900.0,2.0,2.0,Holly Hill Twnhms Ph 02,1283.0,1979.0,191.0
Highland Park,13900000.0,5.0,6.0,Mount Vernon 01 & 03,9501.0,2022.0,1463.0
Dallas,225000.0,3.0,1.0,Beckley Park Add City Bl,1004.0,1950.0,224.0
Dallas,489000.0,3.0,2.0,South Park,2000.0,2022.0,245.0
Dallas,600000.0,1.0,1.0,588 Condos,1509.0,1998.0,398.0
Dallas,300000.0,3.0,2.0,Wynnewood 04 2nd Inst,1282.0,1953.0,234.0
Dallas,315000.0,3.0,2.0,Woods Rev,1440.0,2022.0,219.0
Dallas,376999.0,3.0,2.0,Mountain Hollow 01,2042.0,2013.0,185.0
Dallas,365000.0,3.0,2.0,Central Park North,1401.0,1962.0,261.0
Dallas,315000.0,2.0,2.0,Danbury Condo,1146.0,1970.0,275.0
Dallas,98000.0,1.0,1.0,Gastonian Condo,600.0,1984.0,163.0
Dallas,1590000.0,5.0,5.0,Colony Ridge Rev,4210.0,1941.0,378.0
Dallas,1100000.0,5.0,5.0,Highland Of Mckamy,4400.0,1977.0,250.0
Richardson,429000.0,4.0,3.0,Richland Park East,2589.0,1977.0,166.0
Dallas,219000.0,2.0,2.0,4616 West Lovers Lane Condos,1024.0,1960.0,214.0
Dallas,220000.0,2.0,2.0,Prestonwood Country Club Condos,1502.0,1968.0,146.0
Dallas,819900.0,3.0,3.0,Trinity Bluff,2855.0,2022.0,287.0
Dallas,450000.0,2.0,2.0,Oak Cliff Annex,1476.0,1923.0,305.0
Dallas,240000.0,4.0,2.0,Cedar Run Add,1596.0,1985.0,150.0
Rowlett,475000.0,5.0,3.0,Harbor Pointe Estates,3622.0,1996.0,131.0
Dallas,129000.0,4.0,2.0,Shady Wood,1182.0,1942.0,109.0
Dallas,315000.0,2.0,2.0,Louann 06,1464.0,1984.0,215.0
Dallas,649900.0,4.0,3.0,Bent Tree West Ph 2,3033.0,1981.0,214.0
Dallas,545000.0,2.0,2.0,University Terrace,1398.0,1956.0,390.0
Garland,282000.0,3.0,2.0,New World 04,1514.0,1971.0,186.0
Dallas,239000.0,1.0,1.0,Metropolitan 1200 Main St Condo,880.0,1974.0,272.0
Dallas,289000.0,2.0,2.0,Chimney Hill 4th Inst,1684.0,1976.0,172.0
Dallas,199900.0,2.0,1.0,Prestonwood Country Club Condos,1101.0,1968.0,182.0
Dallas,139900.0,1.0,1.0,Oaks Lane Condos,687.0,1979.0,204.0
Dallas,215000.0,4.0,3.0,Woodland Canyon,2380.0,1966.0,90.0
Rockwall,675000.0,5.0,4.0,Hillcrest Shores Ph Three,3763.0,2005.0,179.0
Dallas,255000.0,3.0,2.0,Woods,1576.0,1976.0,162.0
Dallas,799000.0,4.0,2.0,Caruth Terrace,2121.0,1958.0,377.0
Dallas,549000.0,2.0,1.0,Shore Crest Terrace,1116.0,1950.0,492.0
Garland,315000.0,3.0,2.0,Pecan Park,1524.0,1986.0,207.0
Dallas,849000.0,3.0,2.0,Eastwood Estates Add 02,1903.0,1961.0,446.0
Garland,275000.0,4.0,2.0,New World 02,1482.0,1969.0,186.0
Dallas,150000.0,3.0,2.0,Arcadia Gardens,1044.0,1947.0,144.0
Dallas,165000.0,2.0,1.0,Holly Hill Twnhms Ph 02,963.0,1979.0,171.0
Dallas,889000.0,3.0,2.0,Munger Place,2480.0,1911.0,358.0
Dallas,745000.0,4.0,3.0,Hord Homestead,3038.0,1982.0,245.0
Dallas,199000.0,3.0,2.0,Rustic Hills Rev,968.0,2004.0,206.0
Dallas,299900.0,3.0,2.0,El Tivoli Place,1293.0,1945.0,232.0
Dallas,227000.0,3.0,2.0,Singing Hills,1050.0,1962.0,216.0
Dallas,245500.0,3.0,2.0,Club Oaks 03,1365.0,1963.0,180.0
Dallas,375000.0,2.0,2.0,Prestonwood West #2-3,1986.0,1983.0,189.0
Dallas,399000.0,4.0,3.0,Cimmaron 02,2758.0,1979.0,145.0
Dallas,215000.0,2.0,1.0,Parkside Cedar Spgs Condo,890.0,1983.0,242.0
Dallas,157500.0,2.0,2.0,Glendale Acres,816.0,1938.0,193.0
Dallas,399000.0,3.0,3.0,BLK 6970 TR 16 ACS 1.06 SS GLADIOLUS LANE,2500.0,1953.0,160.0
Dallas,945000.0,5.0,4.0,Alta Vista,3200.0,2022.0,295.0
Rockwall,279900.0,2.0,2.0,Lakeside Village #1,1604.0,1980.0,175.0
Dallas,759000.0,3.0,2.0,Glenridge Estates,1788.0,1951.0,424.0
Dallas,1210000.0,4.0,3.0,Highlands North Sec 02,3681.0,1976.0,329.0
Dallas,221600.0,1.0,1.0,4203 Holland Condos,738.0,1985.0,300.0
Dallas,300000.0,2.0,2.0,Le Parc Condo,1408.0,1984.0,213.0
Richardson,520000.0,4.0,2.0,Richardson Heights 11,2136.0,1960.0,243.0
Dallas,440000.0,2.0,2.0,Carreras Twnhms Condos,1994.0,2005.0,221.0
Dallas,289000.0,3.0,2.0,Victory Gardens 02,1286.0,2006.0,225.0
Forney,279990.0,3.0,2.0,Travis Ranch Marina,1518.0,2022.0,184.0
Farmers Branch,330000.0,3.0,2.0,Town North Estates,1443.0,1960.0,229.0
Dallas,120000.0,1.0,1.0,Sable Ridge Condos Ph 01-06,500.0,2019.0,240.0
Dallas,524900.0,3.0,2.0,Jackson Meadows Sec 03,2288.0,1979.0,229.0
Dallas,289000.0,3.0,2.0,Creekside Carter Square,1556.0,2012.0,186.0
Dallas,390000.0,3.0,1.0,Kessler Plaza Add,1569.0,1936.0,249.0
Dallas,210000.0,2.0,2.0,Prestonwood Country Club Condos,1511.0,1968.0,139.0
Dallas,899000.0,4.0,2.0,White Rock North,2756.0,1965.0,326.0
Dallas,230000.0,4.0,2.0,Highland Hills,1272.0,1960.0,181.0
Dallas,463000.0,3.0,2.0,The Villas Of Midway,2034.0,1995.0,228.0
Dallas,299500.0,2.0,2.0,Lifescape Villas Midway,1325.0,1984.0,226.0
Dallas,525000.0,2.0,1.0,Lakewood Heights,1223.0,1941.0,429.0
Dallas,270000.0,2.0,2.0,Bella Gardens Condos,1153.0,1964.0,234.0
Dallas,675000.0,3.0,3.0,Carlton Corner II,2908.0,1999.0,232.0
Dallas,485000.0,2.0,2.0,Junius Heights,1304.0,1915.0,372.0
Dallas,460000.0,4.0,3.0,Woodbridge 02,2862.0,1980.0,161.0
Dallas,299000.0,3.0,2.0,Wynnewood 02,1570.0,1951.0,190.0
Dallas,299900.0,4.0,2.0,Bonnie View Gardens,1858.0,2022.0,161.0
Dallas,389000.0,2.0,1.0,4017 Buena Vista Condo,1159.0,1980.0,336.0
Forney,345000.0,4.0,2.0,Clements Ranch Ph 2b,1826.0,2020.0,189.0
Dallas,649000.0,4.0,3.0,Bishop Heights 4 Add,2003.0,2015.0,324.0
Dallas,835000.0,2.0,2.0,Greenville Crest,1826.0,1928.0,457.0
Dallas,200000.0,3.0,1.0,Casa View Heights 14,1150.0,1955.0,174.0
Dallas,199000.0,3.0,2.0,Beckley Heights,1646.0,1949.0,121.0
Cedar Hill,299000.0,3.0,2.0,Bradford Park At High Pointe Ph 02,1750.0,1991.0,171.0
Dallas,325000.0,4.0,2.0,Cedar Crest,2028.0,1964.0,160.0
Dallas,269900.0,3.0,1.0,Hamilton Park,1239.0,1959.0,218.0
Dallas,229900.0,3.0,1.0,Cema Village Rev,1410.0,1972.0,163.0
Dallas,520000.0,3.0,2.0,Hillridge 3rd Sec,1919.0,1963.0,271.0
Dallas,275000.0,3.0,1.0,Spring Valley Park 03,1337.0,1962.0,206.0
Dallas,250000.0,3.0,2.0,Highland Oaks 04 Inst 05,2065.0,1969.0,121.0
Dallas,300000.0,2.0,2.0,Athena Condominiums,2042.0,1966.0,147.0
Dallas,125000.0,1.0,1.0,Saragosa Condos,652.0,2006.0,192.0
Dallas,419000.0,3.0,2.0,Northwood Estates,1836.0,1960.0,228.0
Dallas,500000.0,3.0,2.0,Wynnewood,2293.0,1959.0,218.0
Dallas,815000.0,3.0,3.0,Worthington Corners,2417.0,2003.0,337.0
Dallas,299500.0,3.0,2.0,Cloverdale Add Sec 02,1386.0,1955.0,216.0
Dallas,299000.0,4.0,2.0,Delafield Estates,1620.0,2022.0,185.0
Dallas,290000.0,4.0,2.0,Oak Cliff Gardens,1714.0,1940.0,169.0
Dallas,799000.0,3.0,2.0,Vickery Place,2400.0,1936.0,333.0
Dallas,2100000.0,2.0,2.0,Warrington,2533.0,1981.0,829.0
Dallas,799900.0,4.0,3.0,Glen Cove East 2nd Sec,2716.0,1971.0,295.0
Dallas,1139000.0,4.0,4.0,Bent Tree North 4 Sec Two,4204.0,1992.0,271.0
Detroit,228500.0,3.0,1.0,Det 6-8 Grfld-Dequindre,1726.0,1933.0,132.0
Detroit,155000.0,3.0,1.0,Det Con-Mors/Grat. Hstn/7 Mack,1335.0,1938.0,116.0
Detroit,32000.0,6.0,2.0,Det: Livernois-I75 6-Gd River,4476.0,1908.0,7.0
Detroit,53000.0,3.0,1.0,Det 6-Tire - Grnfld - Livernois,1152.0,1923.0,46.0
Detroit,46000.0,3.0,1.0,Det: Joy-Schoolcraft Grnfld-Limi,1118.0,1944.0,41.0
Detroit,49000.0,3.0,1.0,Det 8 To Gratiot/Houston To 7,1020.0,1948.0,48.0
Detroit,110000.0,3.0,1.0,"Det - 6 To 8, Grnfld To Limits",800.0,1942.0,138.0
Detroit,50000.0,3.0,1.0,Det 6-Tire - Grnfld - Livernois,1147.0,1949.0,44.0
Detroit,128000.0,4.0,2.0,Det 6-Tire - Grnfld - Livernois,1378.0,1940.0,93.0
Detroit,25000.0,3.0,1.0,Det 6-8 Dequindre To Conner,1008.0,1952.0,25.0
Detroit,100000.0,3.0,1.0,Det Con-Mors/Grat. Hstn/7 Mack,1054.0,1948.0,95.0
Detroit,56000.0,2.0,2.0,Det - Joy-Dbn Ht Grnfld-Limits,912.0,1930.0,61.0
Detroit,130000.0,3.0,1.0,Det 6-8 Grfld-Dequindre,1164.0,1947.0,112.0
Detroit,35000.0,3.0,1.0,Det 6-8 Dequindre To Conner,946.0,1947.0,37.0
Detroit,160000.0,8.0,4.0,Det South Of Grand River,1873.0,1929.0,85.0
Detroit,140000.0,3.0,1.0,Det - Schcraft-6 Grnfld-Limits,1270.0,1952.0,110.0
Detroit,121000.0,4.0,2.0,Det - Schcraft-6 Grnfld-Limits,2362.0,1936.0,51.0
Detroit,75000.0,3.0,1.0,Det: Livernois-I75 6-Gd River,1488.0,1920.0,50.0
Detroit,51000.0,3.0,1.0,Det 8 To Gratiot/Houston To 7,1081.0,1949.0,47.0
Detroit,75000.0,3.0,1.0,"Det - 6 To 8, Grnfld To Limits",1100.0,1949.0,68.0
Detroit,150000.0,5.0,3.0,Det: 6-Mack I75-Conner,1921.0,1906.0,78.0
Detroit,54500.0,3.0,1.0,Det - Joy-Dbn Ht Grnfld-Limits,756.0,1948.0,72.0
Detroit,125000.0,3.0,2.0,Det 6-Tire - Grnfld - Livernois,1075.0,1945.0,116.0
Detroit,105000.0,3.0,1.0,"Det - 6 To 8, Grnfld To Limits",1067.0,1952.0,98.0
Detroit,102000.0,3.0,1.0,Hamtramck,892.0,1933.0,114.0
Detroit,44000.0,3.0,1.0,Det 6-8 Dequindre To Conner,835.0,1941.0,53.0
Grosse Pointe Park,270000.0,4.0,2.0,Grosse Pointe Park,2028.0,1924.0,133.0
Detroit,42500.0,3.0,1.0,Det 6-Tire - Grnfld - Livernois,1243.0,1939.0,34.0
Detroit,66000.0,3.0,1.0,Det South Of Grand River,1071.0,1951.0,62.0
Detroit,65000.0,3.0,1.0,Det Con-Mors/Grat. Hstn/7 Mack,1098.0,1938.0,59.0
Detroit,42000.0,3.0,1.0,Det 8 To Gratiot/Houston To 7,1188.0,1948.0,35.0
Detroit,170000.0,4.0,2.0,Det Con-Mors/Grat. Hstn/7 Mack,878.0,1942.0,194.0
Detroit,185000.0,4.0,2.0,Det Con-Mors/Grat. Hstn/7 Mack,2248.0,1928.0,82.0
Detroit,53000.0,3.0,1.0,Det 6-Tire - Grnfld - Livernois,1152.0,1923.0,46.0
Detroit,325000.0,4.0,2.0,Det: Livernois-I75 6-Gd River,2173.0,1905.0,150.0
Detroit,46000.0,2.0,1.0,Det - Joy-Dbn Ht Grnfld-Limits,912.0,1951.0,50.0
Detroit,70000.0,3.0,1.0,Det Con-Mors/Grat. Hstn/7 Mack,1081.0,1957.0,65.0
Hazel Park,319000.0,3.0,2.0,Hazel Park,1600.0,2022.0,199.0
Detroit,42000.0,4.0,1.0,Det 6-Tire - Grnfld - Livernois,1392.0,1929.0,30.0
Detroit,65000.0,3.0,1.0,Det South Of Grand River,968.0,1904.0,67.0
Detroit,148000.0,2.0,1.0,Det Con-Mors/Grat. Hstn/7 Mack,981.0,1947.0,151.0
Detroit,85000.0,3.0,2.0,Det: 6-Mack I75-Conner,1063.0,1926.0,80.0
Detroit,115000.0,3.0,1.0,"Det - 6 To 8, Grnfld To Limits",1062.0,1947.0,108.0
Detroit,25000.0,3.0,1.0,Det Con-Mors/Grat. Hstn/7 Mack,1028.0,1943.0,24.0
Detroit,56000.0,3.0,1.0,Det South Of Grand River,1356.0,1959.0,41.0
Harper Woods,32000.0,2.0,1.0,Harper Woods,708.0,1948.0,45.0
Detroit,631800.0,2.0,2.0,Det South Of Grand River,2100.0,1895.0,301.0
Detroit,165000.0,4.0,2.0,Det 6-8 Grfld-Dequindre,2418.0,1949.0,68.0
Detroit,51500.0,3.0,2.0,Det Con-Mors/Grat. Hstn/7 Mack,1248.0,1941.0,41.0
Detroit,105000.0,3.0,1.0,Det 6-Tire - Grnfld - Livernois,1250.0,1938.0,84.0
Eastpointe,158000.0,3.0,1.0,Michael & John Sprenger Sub,1161.0,1959.0,136.0
Detroit,116000.0,3.0,1.0,Det 6-8 Grfld-Dequindre,1236.0,1940.0,94.0
Detroit,11000.0,3.0,1.0,Det Con-Mors/Grat. Hstn/7 Mack,1388.0,1940.0,8.0
Detroit,70000.0,3.0,1.0,Det 6-8 Dequindre To Conner,856.0,1950.0,82.0
Detroit,73000.0,4.0,2.0,Det South Of Grand River,2096.0,1925.0,35.0
Detroit,30000.0,3.0,1.0,"Det - 6 To 8, Grnfld To Limits",1701.0,1921.0,18.0
Detroit,50000.0,3.0,1.0,Det 6-8 Dequindre To Conner,1022.0,1941.0,49.0
Hamtramck,195000.0,4.0,2.0,Hamtramck,1496.0,2007.0,130.0
Warren,40000.0,2.0,1.0,Warren,576.0,1950.0,69.0
Detroit,97000.0,3.0,1.0,Det 6-8 Grfld-Dequindre,1385.0,1946.0,70.0
Detroit,32000.0,3.0,1.0,"Det - 6 To 8, Grnfld To Limits",977.0,1948.0,33.0
Detroit,35000.0,6.0,2.0,Det: Livernois-I75 6-Gd River,2860.0,1924.0,12.0
Detroit,20000.0,3.0,1.0,Det - Joy-Dbn Ht Grnfld-Limits,869.0,1943.0,23.0
Detroit,115000.0,1.0,1.0,Det Woodward-Mcclellan/So Mack,816.0,1966.0,141.0
Detroit,190000.0,3.0,1.0,Det 6-8 Grfld-Dequindre,1590.0,1936.0,119.0
Detroit,95000.0,3.0,1.0,Det South Of Grand River,1100.0,1924.0,86.0
Detroit,23000.0,2.0,1.0,Det: Joy-Schoolcraft Grnfld-Limi,777.0,1941.0,30.0
Detroit,63813.0,3.0,1.0,Det - Schcraft-6 Grnfld-Limits,1666.0,1936.0,38.0
Detroit,309000.0,4.0,2.0,Det: Livernois-I75 6-Gd River,2254.0,1914.0,137.0
Detroit,95000.0,3.0,2.0,Det 6-8 Dequindre To Conner,1032.0,1957.0,92.0
Detroit,60000.0,3.0,1.0,Det 6-8 Dequindre To Conner,852.0,1948.0,70.0
Detroit,50000.0,3.0,1.0,Det - Joy-Dbn Ht Grnfld-Limits,1145.0,1948.0,44.0
Detroit,85000.0,4.0,1.0,Det - Joy-Dbn Ht Grnfld-Limits,1020.0,1954.0,83.0
Detroit,99900.0,3.0,1.0,Det - Schcraft-6 Grnfld-Limits,1122.0,1949.0,89.0
Detroit,71000.0,3.0,1.0,"Det - 6 To 8, Grnfld To Limits",906.0,1948.0,78.0
Detroit,115000.0,3.0,1.0,Det: Joy-Schoolcraft Grnfld-Limi,952.0,1953.0,121.0
Detroit,77500.0,6.0,3.0,Det Woodward-Mcclellan/So Mack,2933.0,1909.0,26.0
Detroit,48000.0,3.0,1.0,Det 6-Tire - Grnfld - Livernois,1295.0,1927.0,37.0
